question,options,answer,task_label,label,iri,depth,domain
"In the ontology of Addiction, which of the following definitions best describes 'personal attribute'?","A. A personal attribute that inheres in a person by virtue of their bodily makeup.

B. A specifically dependent continuant that inheres in a person.

C. A specifically dependent continuant that inheres in continuant entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances.

D. Attempting individual behaviour pattern cessation where the behaviour pattern is cigarette smoking.",B,1_1,personal attribute,http://humanbehaviourchange.org/ontology/BCIO_050300,4,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'acute effect of ingesting alcohol on a person'?","A. Acute effect of ingesting a substance on a person in which the substance is alcohol.

B. An emotion directly attributing an affective response to an object, event or experience. It includes liking and disliking.

C. Acute effect of using a product on a person in which use of the product involves ingestion of a psychoactive substance.

D. Any primary alcohol based on an ethanol skeleton.",A,1_1,acute effect of ingesting alcohol on a person,http://addictovocab.org/ADDICTO_0000347,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'addiction'?","A. An addiction that is to a substance containing cocaine.

B. Addiction to use of a nicotine-containing product.

C. A mental disposition towards repeated episodes of abnormally high levels of motivation to engage in a behaviour, acquired as a result of engaging in the behaviour, where the behaviour results in risk or occurrence of serious net harm.

D. A mental disposition to experience pleasure associated with cigarette smoking.",C,1_1,addiction,http://addictovocab.org/ADDICTO_0000349,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'adult'?","A. A person who was a cigarette smoker in the past but is not currently a cigarette smoker.

B. A person who was a substance in the past but is not currently a substance user.

C. A protein coding gene in humans.

D. A person who has reached maturity.",D,1_1,adult,http://addictovocab.org/ADDICTO_0000352,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'injury'?","A. A disorder which affects the musculoskeletal system, which provides form, support, stability and movement to the body.

B. Injury that is caused at least in part by the consumption of alcohol by a person.

C. A disorder that involves some structural damage that is immediately caused by a destructive external force.

D. A material entity which is clinically abnormal and part of an extended organism. Disorders are the physical basis of disease.",C,1_1,injury,http://addictovocab.org/ADDICTO_0000383,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'alcohol-related traffic crash'?","A. A traffic crash that is at least partially caused by intoxication resulting from consumption of alcohol.

B. A smokeless tobacco-containing product that is designed for oral use, in which dried raw tobacco stalks and petioles (sometimes mixed with molasses and water) form loose dry sticks.

C. A process in which a vehicle collides with an object, person or vehicle, causing damage.

D. A cyclic compound having as ring members atoms of carbon and at least of one other element.",A,1_1,alcohol-related traffic crash,http://addictovocab.org/ADDICTO_0000358,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'traffic accident'?","A. A process in which there is damage to or destruction of something that is valued.

B. A process that realizes a plan which is the concretization of a plan specification.

C. A process in which a vehicle collides with an object, person or vehicle, causing damage.

D. A material processing technique performed to locally deliver an agent to a recipient.",C,1_1,traffic accident,http://addictovocab.org/ADDICTO_0000520,4,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'aspect'?","A. An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.

B. An occurrent consisting exactly of a plurality of processes that are process_aggregate_member_parts_of that occurrent for all times at which it exists.

C. A fiat part of a complex phenomenon that has salience in a particular context.

D. p is a process boundary =Def. p is a temporal part of a process & p has no proper temporal parts. (axiom label in BFO2 Reference: [084-001])",C,1_1,aspect,http://addictovocab.org/ADDICTO_0000359,3,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'bodily harm'?","A. Harm that results from some medical treatment.

B. especially one of the three months of gestation into which a human pregnancy is divided.

C. Harm that inheres in a person.

D. A quality that inheres in some independent continuant and involves a detrimental change in the bearer's condition compared with a normative or previously existing condition.",C,1_1,bodily harm,http://addictovocab.org/ADDICTO_0000360,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'cannabis dependence'?","A. A smokeless tobacco-containing product that is designed for oral use, which is composed of fermented, air- or fire-cured tobacco mixed with flavourings (spices, essential oils, extracts), sweeteners, inorganic salts, humectants and preservatives and processed into moist fine particles (fine cut) or strips (long cut).

B. A questionnaire administration in which the person completing the questionnaire is answering questions about themselves.

C. Addiction to use of cannabis or cannabis products.

D. An addiction that is to a substance that is ingested.",C,1_1,cannabis dependence,http://addictovocab.org/ADDICTO_0000361,10,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'subjective cigarette craving'?","A. A subjective affective feeling that is a strong feeling of desire or a strong feeling of urge.

B. Subjective craving that is wholly or mostly triggered by the immediate environment or part of it.

C. Subjective craving that is mostly or completely independent of the immediate environment.

D. Subjective craving in which the target of the craving is cigarette smoking.",D,1_1,subjective cigarette craving,http://addictovocab.org/ADDICTO_0000364,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'subjective craving'?","A. A subjective emotional feeling involving experience directly resulting from sensory processes. It includes touch, brightness, loudness.

B. A subjective emotional feeling involving positive affect associated with reduction in a feeling of need.

C. A subjective affective feeling that is a strong feeling of desire or a strong feeling of urge.

D. A subjective emotional feeling that generates a need state and arises from deviation of a physiological state from a target state established as a result of innate or learned processes.",C,1_1,subjective craving,http://addictovocab.org/ADDICTO_0000511,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'codeine poisoning'?","A. Anatomical system that has as its parts the organs devoted to the ingestion, digestion, and assimilation of food and the discharge of residual wastes.

B. Poison that result from ingestion of codeine.

C. A cardiovascular disease in which plaque, a waxy substance, builds up inside the coronary arteries. These arteries supply oxygen-rich blood to the heart muscle.

D. Injury to the body or interference of normal body functions by a substance that is ingested.",B,1_1,codeine poisoning,http://addictovocab.org/ADDICTO_0000365,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'concurrent non-daily dual user'?","A. A dual product user who particpates in use of both e-cigarettes and tobacco cigarettes every day.

B. A dual product user who is also an e-cigarette user participating in use that is less than daily frequency.

C. A person who engages in e-cigarette use and cigarette smoking.

D. A dual product user who reports predominanly smoking.",B,1_1,concurrent non-daily dual user,http://addictovocab.org/ADDICTO_0000366,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'e-cigarette and cigarette dual user'?","A. A person who participates in nicotine replacement therapy use.

B. A person who engages in e-cigarette use and cigarette smoking.

C. A person who does not suffer from opioid use disorder but who, by virtue of his or her personal qualities or environment, has an elevated probability of developing opioid use disorder in the future.

D. A person who has never smoked tobacco.",B,1_1,e-cigarette and cigarette dual user,http://addictovocab.org/ADDICTO_0000374,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'strong identity'?","A. A self-identity in which a person represents themselves as no longer having some positively appraised characteristic.

B. A self-identity in which what is represented is appraised as important.

C. A self-identity in which a person represents themselves as a tobacco smoker.

D. A strong identity in which what is represented is appraised as enduring.",B,1_1,strong identity,http://addictovocab.org/ADDICTO_0001227,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'daily cigarette smoker'?","A. A daily tobacco smoker whose who engages in cigarette smoking every day.

B. A daily cigarette smoker who is not seeking smoking cessation treatment.

C. A daily cigarette smoker who, when circumstances allow, smokes continually with little or no tempora gap between cigarettes for much of their waking hours.

D. A daily tobacco user who engages in tobacco smoking every day.",A,1_1,daily cigarette smoker,http://addictovocab.org/ADDICTO_0000368,11,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'tobacco smoker'?","A. A tobacco smoker that is pregnant.

B. A tobacco smoker who smokes cigarettes.

C. A tobacco user who engages in tobacco smoking.

D. A tobacco smoker who reports recently smoking.",C,1_1,tobacco smoker,http://addictovocab.org/ADDICTO_0000405,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'drive state'?","A. A subjective emotional feeling involving experience directly resulting from sensory processes. It includes touch, brightness, loudness.

B. A subjective emotional feeling that generates a need state and arises from deviation of a physiological state from a target state established as a result of innate or learned processes.

C. A subjective emotional feeling involving positive affect associated with reduction in a feeling of need.

D. A <subjective affective feeling> that is an attraction to an imagined scenario involving anticipated pleasure or satisfaction.",B,1_1,drive state,http://addictovocab.org/ADDICTO_0000372,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'subjective affective feeling'?","A. A <subjective affective feeling> that is an attraction to an imagined scenario involving anticipated pleasure or satisfaction.

B. An <affective process> that involves the experience of internal or external sensory stimuli.

C. A <mental process> that has positive or negative valence.

D. A subjective emotional feeling involving positive affect associated with reduction in a feeling of need.",B,1_1,subjective affective feeling,http://purl.obolibrary.org/obo/MFOEM_000006,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'dual daily user'?","A. A dual product user who particpates in use of both e-cigarettes and tobacco cigarettes every day.

B. A dual product user who reports predominanly using an e-cigarette.

C. A person who engages in e-cigarette use and cigarette smoking.

D. A dual product user who reports predominanly smoking.",A,1_1,dual daily user,http://addictovocab.org/ADDICTO_0000373,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'wanting to stop cigarette smoking'?","A. A smokeless tobacco-containing product user that uses heated tobacco products.

B. A subjective want where the imagined scenario is stopping cigarette smoking indefinitely.

C. An economic good role that inheres in some material entity that is not an object and is realized in some act of appraisal.

D. A <subjective affective feeling> that is an attraction to an imagined scenario involving anticipated pleasure or satisfaction.",B,1_1,wanting to stop cigarette smoking,http://addictovocab.org/ADDICTO_0000378,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'subjective want'?","A. A <subjective affective feeling> that is an attraction to an imagined scenario involving anticipated pleasure or satisfaction.

B. An <affective process> that involves the experience of internal or external sensory stimuli.

C. A subjective emotional feeling involving experience directly resulting from sensory processes. It includes touch, brightness, loudness.

D. A subjective emotional feeling that generates a need state and arises from deviation of a physiological state from a target state established as a result of innate or learned processes.",A,1_1,subjective want,http://humanbehaviourchange.org/ontology/BCIO_050317,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'cognitive representation'?","A. A representation which specifically depends on an anatomical structure in the cognitive system of an organism.

B. A cognitive representation of themselves by a person or a group about themselves.

C. A dependent continuant which is about a portion of reality.

D. A cognitive representation of the emotional relevance of an object or event to the organism.",A,1_1,cognitive representation,http://purl.obolibrary.org/obo/MF_0000031,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine drive state'?","A. A drive state that results from nicotine concentrations in the brain that are below that to which the brain has become accustomed.

B. Death that occurs as a result of an avoidable set of circumstances.

C. A study design in which measurements taken on two or more groups of study participants at two or more times are compared allowing differences to be assessed between groups and over time.

D. A subjective emotional feeling that generates a need state and arises from deviation of a physiological state from a target state established as a result of innate or learned processes.",A,1_1,nicotine drive state,http://addictovocab.org/ADDICTO_0000385,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'past 30-day tobacco smoker'?","A. A data item describing how often a person has engaged in a binge drinking session within the past 30 days.

B. An ever-tobacco smoker who has participated in tobacco smoking within the past year.

C. An ever-tobacco smoker who has participated in tobacco smoking within the past 30 days.

D. A tobacco smoker who has ever participated in smoking.",C,1_1,past 30-day tobacco smoker,http://addictovocab.org/ADDICTO_0000387,11,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'positive tobacco smoker identity'?","A. A self-identity in which a person represents themselves as a tobacco smoker.

B. A tobacco smoker identity that is a core identity and a positive identity.

C. N-Nitroso amines, compounds of the structure R2NNO. Compounds RNHNO are not ordinarily isolable, but they, too, are nitrosamines. The name is a contraction of N-nitrosoamine and, as such, does not require the N locant.

D. A tobacco smoker identity that is a positive identity.",D,1_1,positive tobacco smoker identity,http://addictovocab.org/ADDICTO_0000392,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'positive self-appraisal'?","A. A self-appraisal based on values held by a social group of which the person is a member.

B. An appraisal by a person about themselves

C. A self-appraisal in which what is represented is appraised as bad or undesirable.

D. A self-appraisal in which what is represented is appraised as good or desirable.",D,1_1,positive self-appraisal,http://addictovocab.org/ADDICTO_0001163,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'poverty'?","A. A personal attribute in which the symptoms of a person suffering from a disorder have reverted from a desired level to an undesired level.

B. A personal attribute of not having enough material possessions or income to meet basic human needs.

C. A personal attribute that is the person's current or past state of physical or mental wellness.

D. A personal attribute that inheres in a person by virtue of their bodily makeup.",B,1_1,poverty,http://addictovocab.org/ADDICTO_0000393,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'quality of life'?","A. A personal attribute that is a person's ability to carry out activities needed to thrive and their mental well-being.

B. A personal attribute of a tobacco smoker that is how much of the person's tobacco smoking takes places in the presence of other people who are smoking.

C. Attempting individual behaviour pattern cessation where the behaviour pattern is cigarette smoking.

D. A personal attribute that in which the person is putting into effect an intention to achieve cessation of a behaviour pattern.",A,1_1,quality of life,http://addictovocab.org/ADDICTO_0000397,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'self-appraisal'?","A. A cognitive representation of the emotional relevance of an object or event to the organism.

B. A self-appraisal in which what is represented is appraised as good or desirable.

C. A self-appraisal in which what is represented is appraised as bad or undesirable.

D. An appraisal by a person about themselves",D,1_1,self-appraisal,http://addictovocab.org/ADDICTO_0000398,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'tobacco-related disease'?","A. A disease in which tobacco use has played a causal role.

B. A disposition (i) to undergo pathological processes that (ii) exists in an organism because of one or more disorders in that organism.

C. A disease in which tobacco use is a significant risk factor.

D. A disease which affects any, or all parts of the respiratory system.",C,1_1,tobacco-related disease,http://addictovocab.org/ADDICTO_0000404,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'urge'?","A. A mental process that involves a feeling of strong impulse to engage in a behaviour.

B. An urge in which the behaviour that is the target of the feeling is smoking.

C. A <mental process> that has positive or negative valence.

D. An urge in which the behaviour that is the target of the feeling is vaping.",A,1_1,urge,http://addictovocab.org/ADDICTO_0000407,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'vaper identity'?","A. An identity in which a person represents themselves as a vaper.

B. A self-identity that represents a relation between oneself and another person or group.

C. A self-identity in which a person represents themselves as no longer having some positively appraised characteristic.

D. An identity that includes all of a person’s self-identities",A,1_1,vaper identity,http://addictovocab.org/ADDICTO_0000409,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'gambling industry'?","A. An industry that is realised in the manufacture or sale of tobacco and tobacco-containing products.

B. An industry that is realised in the processes of facilitating and managing the wagering of money or valuables.

C. A realizable entity that inheres in a collection of organisations, people, equipment and resources and is realised in processes of production, distribution or service provision, and is characterised by a common purpose or set of related economic activities.

D. An industry that is realised in the manufacture and sale of alcoholic beverages.",B,1_1,gambling industry,http://addictovocab.org/ADDICTO_0000424,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'academic emergency department facility'?","A. Addiction to a tobacco-containing product.

B. A health care facility that bears a function to provide emergency healthcare services and the acute care of patients who present without prior appointment, having arrived either by their own means or by ambulance

C. A system which has the disposition to environ one or more material entities.

D. An emergency department facility that is part of a university hospital.",D,1_1,academic emergency department facility,http://addictovocab.org/ADDICTO_0000441,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'emergency department facility'?","A. A health care facility that treats and manages addictive disorders.

B. A health care facility that provides harm reduction services to substance users.

C. A health care facility that provides services to people who are pregnant and their partners.

D. A health care facility that bears a function to provide emergency healthcare services and the acute care of patients who present without prior appointment, having arrived either by their own means or by ambulance",D,1_1,emergency department facility,http://purl.obolibrary.org/obo/OMRSE_00000114,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'accessibility of a product'?","A. Accessibility of a product where the product is heroin.

B. An environmental disposition that is the extent to which an environment enables people in that environment to acquire a product.

C. A disposition which is realised by an environmental system or system parts thereof.

D. An environmental disposition that is the extent to which an environment enables people in that environment to receive a service.",B,1_1,accessibility of a product,http://addictovocab.org/ADDICTO_0000443,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'accessibility of a service'?","A. An environmental disposition that is the extent to which an environment enables people in that environment to acquire a product.

B. A disposition which is realised by an environmental system or system parts thereof.

C. Accessibility of a service in which the service is addiction treatment.

D. An environmental disposition that is the extent to which an environment enables people in that environment to receive a service.",D,1_1,accessibility of a service,http://addictovocab.org/ADDICTO_0000444,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'accessibility of heroin'?","A. An environmental disposition that is the extent to which an environment enables people in that environment to acquire a product.

B. Accessibility of a product where the product is an alcoholic beverage

C. A nicotinic acetylcholine receptor partial agonist acting selectively on the alpha 4 beta 2 nicotinic acetylcholine receptor

D. Accessibility of a product where the product is heroin.",D,1_1,accessibility of heroin,http://addictovocab.org/ADDICTO_0000445,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'accessibility of opioid agonist therapy'?","A. A non tobacco smoker identity that is a core identity and a positive identity.

B. Toxicity of a substance in which the substance is nicotine.

C. Accessibility of a service where the service is opioid agonist therapy

D. Accessibility of a service in which the service is addiction treatment.",C,1_1,accessibility of opioid agonist therapy,http://addictovocab.org/ADDICTO_0000446,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'acute medical unit'?","A. A health care facility that provides harm reduction services to substance users.

B. A health care facility within a hospital that provides acute medical care for patients that have presented as medical emergencies to a hospital or who have developed an acute medical illness while in hospital.

C. A health care facility that provides services to people who are pregnant and their partners.

D. a health care facility that also bears a residence function and thus one in which the patients are also residents of the facility",B,1_1,acute medical unit,http://addictovocab.org/ADDICTO_0000447,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'health care facility'?","A. A facility that provides housing, health care and social care.

B. A health care facility within a hospital that provides acute medical care for patients that have presented as medical emergencies to a hospital or who have developed an acute medical illness while in hospital.

C. A facility that is administered by a health care organization for the purpose of providing health care to a patient or patient population.

D. A facility where scientific research or measurements can be undertaken.",C,1_1,health care facility,http://purl.obolibrary.org/obo/OMRSE_00000102,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'level of economic development'?","A. A data item that represents a human being who has received an intervention intended to result in cessation of an addictive behaviour and who, after a period of abstinence, has resumed the behaviour.

B. A data item that is the number of important others who vape nicotine in a person's social environment.

C. A data item that is about the amount and quality of human and physical resources available to the inhabitants of a geospatial region.

D. A data item which is about the amount of cigarette smoking a person does and is the average number of cigarettes smoked per day by a person over a period.",C,1_1,level of economic development,http://addictovocab.org/ADDICTO_0000449,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'nicotine dose'?","A. An aerosol produced by heating an e-liquid designed for use in an e-cigarette.

B. A smokeless tobacco containing product that is designed for oral use, which is composed of sun-dried flaked tobacco mixed with or without lime.

C. Dose in which the thing administered is nicotine.

D. A measurement datum that measures the quantity of something that may be administered to an organism or that an organism may be exposed to. Quantities of nutrients, drugs, vaccines and toxins are referred to as doses.",C,1_1,nicotine dose,http://addictovocab.org/ADDICTO_0000455,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'prior product authorisation law'?","A. A law that creates a requirement on product manufacturers to pre-notify a relevant authority of the product characteristics and receive approval before marketing a product.

B. A rule recognised by the legal system of a country or community

C. A psychoactive substance that is used to reduce anxiety.

D. A law that aims to facilitate distribution of a product through retail pharmacy channels.",A,1_1,prior product authorisation law,http://addictovocab.org/ADDICTO_0000457,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'alcohol control policy'?","A. A government policy aimed at reducing harm from tobacco use.

B. A government policy aimed at reducing consumption of alcohol or harm from consumption of alcohol in a population under its jurisdiction.

C. An action specification that a government produces that includes rules and regulations concerning activities of agents under the government's jurisdiction.

D. An alcohol control policy aimed at reducing the harm from consumption of alcohol in a population under its jurisdication without promoting complete abstinence from alcohol.",B,1_1,alcohol control policy,http://addictovocab.org/ADDICTO_0000467,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'codeine scheduling'?","A. Drug scheduling in which the drug concerned is codeine.

B. A material processing technique performed to locally deliver an agent to a recipient.

C. Pleasure associated with a behaviour where the behaviour is cigarette smoking.

D. A national drug policy that classifies drugs into classes, called 'schedules' according to their (1) potential for abuse, (2) safety, (3) addictive potential and (4) whether or not they have legitimate medical applications. Each schedule has rules regarding restrictions on use and penalties for misuse.",A,1_1,codeine scheduling,http://addictovocab.org/ADDICTO_0000471,11,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'cost per quality-adjusted life-year gained'?","A. A data item that is the number of important others in a person's environmental system.

B. A data item that is the number of important others who smoke tobacco in a person's social environment.

C. The aggregate of biological mother in a population.

D. A data item that is about an intervention and is the estimated financial cost of delivering that intervention to a population in a setting in order to gain one QALY in the population.",D,1_1,cost per quality-adjusted life-year gained,http://addictovocab.org/ADDICTO_0000475,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'drink driving legislation'?","A. A policy that is applied by a public body.

B. A public policy that aims to improve the health of a population.

C. A public policy that involves legislation to reduce the incidence of vehicle driving with alcohol in the body.

D. A public policy that regulates e-cigarettes, their marketing or their use.",C,1_1,drink driving legislation,http://addictovocab.org/ADDICTO_0000477,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'public policy'?","A. An action specification that a government produces that includes rules and regulations concerning activities of agents under the government's jurisdiction.

B. An action specification of a person or organisation that is realised as a set of rules and activities affecting people or organisations under its jurisdiction.

C. A public policy that aims to improve the health of a population.

D. A policy that is applied by a public body.",D,1_1,public policy,http://addictovocab.org/ADDICTO_0001109,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'e-cigarette policy'?","A. A public policy that regulates e-cigarettes, their marketing or their use.

B. A public policy that aims to improve the health of a population.

C. A policy that is applied by a public body.

D. A public policy that involves legislation to reduce the incidence of vehicle driving with alcohol in the body.",A,1_1,e-cigarette policy,http://addictovocab.org/ADDICTO_0000479,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'opioid agonist treatment'?","A. Nicotine replacement therapy are nicotine delivery products that are licensed for use as smoking cessation or harm reduction aids used by people for quitting or reducing use of tobacco containing products.

B. A treatment that involves providing a safer opioid agonist to a person with opioid addiction in order to reduce their psychological need for the opioid to which they are addicted.

C. Treatment in which the disorder that is being treated is addiction.

D. A planned process whose completion is hypothesized by a health care provider to eliminate, prevent, or alleviate a disorder, the signs and symptoms of a disorder, or a pathological process",B,1_1,opioid agonist treatment,http://addictovocab.org/ADDICTO_0000491,7,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'antidepressant drug'?","A. A psychoactive substance that is used to reduce depression.

B. A chemical substance that has a disposition to alter the mental functioning of a person.

C. A psychoactive substance that is used to reduce anxiety.

D. A psychoactive substance which is consumed for non-medical purposes and usually sold illegally.",A,1_1,antidepressant drug,http://addictovocab.org/ADDICTO_0000528,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'antimanic drug'?","A. A psychoactive substance that stimulates the central nervous system.

B. A psychoactive substance that is used to reduce anxiety.

C. A psychoactive substance that is used to treat psychosis.

D. A psychoactive substance that is used to treat mania.",D,1_1,antimanic drug,http://addictovocab.org/ADDICTO_0000529,8,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'drug quality'?","A. A quality that inheres in a person

B. A dependent entity that inheres in a bearer by virtue of how the bearer is related to other entities

C. A quality whose bearer is a drug.

D. A quality of an entity that can be represented numerically, including anything that can be counted, measured, or given a numerical value.",C,1_1,drug quality,http://addictovocab.org/ADDICTO_0001105,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'drug unit dose'?","A. A collection of information content entities intended to be understood together as a whole

B. An information content entity that specifies the amount of a drug in a single item of a drug preparation.

C. A generically dependent continuant that is about some thing.

D. An information content entity that is an aggregate of documents.",B,1_1,drug unit dose,http://addictovocab.org/ADDICTO_0000534,5,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'mint flavoured e-liquid'?","A. A flavoured e-liquid in which the e-liquid flavouring is designed to have a menthol flavour.

B. A flavoured e-liquid in which the e-liquid flavouring is designed to have a mint flavour.

C. A flavoured e-liquid in which the e-liquid flavouring is designed to have a fruit flavour.

D. An e-liquid that has e-liquid flavouring.",B,1_1,mint flavoured e-liquid,http://addictovocab.org/ADDICTO_0000624,9,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'reduction in cigarettes per day'?","A. A data item that is about the amount of harm caused by an individual using a product relative to using another product.

B. A data item which indicates the average time to relapse.

C. A data item which indicates the number of number of cigarettes less per day a person has smoked since the last time data was collected.

D. A data item that is about human age and is expressed in years rounded down.",C,1_1,reduction in cigarettes per day,http://addictovocab.org/ADDICTO_0000629,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'cigarette demand'?","A. A product demand in which the product is smokeless tobacco.

B. A product demand in which the product is e-cigarettes.

C. A population attribute that involves the amount of a product that a population uses.

D. A product demand in which the product is cigarettes.",D,1_1,cigarette demand,http://addictovocab.org/ADDICTO_0000641,6,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'puff on a cigarette'?","A. An environmental tobacco smoke that is produced by a person from the lighting of a combustible tobacco product, it is inhaled by the person and exhaled into the environment.

B. A tobacco smoking behaviour that involves setting light to one end of a cigarette, putting the other end to the lips and sucking in order to ingest cigarette smoke.

C. A cigarette smoking behaviour that involves sucking smoke through the cylinder of a cigarette into the mouth via the other end.

D. A personal attribute that in which the person is putting into effect an intention to achieve cessation of a behaviour pattern.",C,1_1,puff on a cigarette,http://addictovocab.org/ADDICTO_0000647,12,"Health & Medicine, Addiction Ontology"
"In the ontology of Addiction, which of the following definitions best describes 'cigarette smoking behaviour'?","A. A tobacco use behaviour that involves setting light to a combustible tobacco product and ingesting the tobacco smoke that is produced.

B. A tobacco smoking behaviour that involves setting light to one end of a cigarette, putting the other end to the lips and sucking in order to ingest cigarette smoke.

C. Any terpenoid derived from a diterpene. The term includes compounds in which the C20 skeleton of the parent diterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups).

D. A cigarette smoking behaviour that involves sucking smoke through the cylinder of a cigarette into the mouth via the other end.",B,1_1,cigarette smoking behaviour,http://humanbehaviourchange.org/ontology/BCIO_036105,11,"Health & Medicine, Addiction Ontology"
