question,options,answer,task_label,label,iri,depth,domain
"In the ontology of International Classification of Disease, which of the following definitions best describes 'unspecified glaucoma'?","A. no symptoms, but HIV was found in patient's bloodstream

B. when your temperature rises above its normal range

C. A disorder characterized by an increase in pressure in the eyeball due to obstruction of the aqueous humor outflow.

D. A condition characterized by a dry, waxy type of swelling (edema) with abnormal deposits of mucopolysaccharides in the skin and other tissues. It is caused by a deficiency of thyroid hormones.",C,1_1,unspecified glaucoma,http://purl.obolibrary.org/obo/ICDO_0000341,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pressure ulcer of back'?","A. Injury to elbow skin and underlying tissue resulting from prolonged pressure on skin around elbow

B. Injury to hip skin and underlying tissue resulting from prolonged pressure on skin around hip

C. are injuries to skin and underlying tissue resulting from prolonged pressure on the skinv

D. injuries to skin on back and underlying tissue resulting from prolonged pressure on the skin.",C,1_1,pressure ulcer of back,http://purl.obolibrary.org/obo/ICDO_0000343,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pressure ulcer'?","A. injuries to skin on back and underlying tissue resulting from prolonged pressure on the skin.

B. are injuries to skin and underlying tissue resulting from prolonged pressure on the skinv

C. Injury to elbow skin and underlying tissue resulting from prolonged pressure on skin around elbow

D. An ulceration caused by prolonged pressure on the skin and tissues when one stays in one position for a long period of time, such as lying in bed.",D,1_1,pressure ulcer,http://purl.obolibrary.org/obo/ICDO_0000360,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'non-pressure chronic ulcer of lower limb, not elsewhere classified'?","A. A chronic lung disorder characterized by deposition of coal dust in the lung parenchyma leading to the formation of black nodules and emphysema. It occurs in coal miners.

B. a defect in the skin below the level of knee persisting for more than six weeks and shows no tendency to heal after three or more months.

C. Coronary artery disease (CAD) is a group of diseases that includes: stable angina, unstable angina, myocardial infarction, and sudden coronary death.

D. Diseases and conditions affecting the skin and subcutaneous tissue",B,1_1,"non-pressure chronic ulcer of lower limb, not elsewhere classified",http://purl.obolibrary.org/obo/ICDO_0000344,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'low back pain DP'?","A. Acute or chronic pain in the lumbar or sacral regions

B. a fatigue-induced fracture of the bone caused by repeated stress over time.

C. Osteoporosis is the most common bone disease and is caused by the thinning of the bones

D. Osteolysis is an active resorption of bone matrix by osteoclasts during the natural formation of healthy bones",A,1_1,low back pain DP,http://purl.obolibrary.org/obo/ICDO_0000346,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other specified disorders of muscle'?","A. fracture in the anatomical portions of the femur which serve as the attachment sites for several muscles.

B. Muscle disorders that cause weakness, pain or even paralysis

C. fracture or break in the upper end of the humerus

D. Spondyloarthropathy or spondyloarthrosis refers to any joint disease of the vertebral column.",B,1_1,other specified disorders of muscle,http://purl.obolibrary.org/obo/ICDO_0000347,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'myalgia DP'?","A. Childhood arthritis is any form of arthritis or arthritis-related conditions which affects individuals under the age of 16.

B. A chronic disorder of unknown etiology characterized by pain, stiffness, and tenderness in the muscles

C. Osteonecrosis occurs when your bones lose their blood supply. The bones die and eventually collapse, leading to pain and arthritis. You can have osteonecrosis in one or several bones. It is most common in the upper leg.

D. A chronic condition in which both the breakdown and regrowth of bone are increased.",B,1_1,myalgia DP,http://purl.obolibrary.org/obo/ICDO_0000348,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'age-related osteoporosis with current pathological fracture'?","A. Osteoporosis is the most common bone disease and is caused by the thinning of the bones

B. A disorder characterized by marked pain in the back region.

C. Osteoarthritis (OA) is a type of joint disease that results from breakdown of joint cartilage and underlying bone.

D. Osteolysis is an active resorption of bone matrix by osteoclasts during the natural formation of healthy bones",A,1_1,age-related osteoporosis with current pathological fracture,http://purl.obolibrary.org/obo/ICDO_0000350,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'severe acute respiratory syndrome, unspecified'?","A. Respiratory disorders, or lung diseases, are disorders such as asthma, cystic fibrosis, emphysema, lung cancer, mesothelioma, pulmonary hypertension, and tuberculosis.

B. an acute bleeding from the lung, from the upper respiratory tract and the trachea, and the alveoli

C. a viral respiratory illness caused by a coronavirus called SARS-associated coronavirus (SARS-CoV).

D. conditions affecting the respiratory system",C,1_1,"severe acute respiratory syndrome, unspecified",http://purl.obolibrary.org/obo/ICDO_0000351,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'injury, poisoning and certain other consequences of external causes '?","A. Abnormal increase in the volume of circulating fluid (plasma) in the body.

B. injury/other consequences caused by external sources

C. fracture or break on ribs, sternum and thoracic spine

D. disorders caused by organisms — such as bacteria, viruses, fungi or parasites.",B,1_1,"injury, poisoning and certain other consequences of external causes ",http://purl.obolibrary.org/obo/ICDO_0000353,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'concussion DP'?","A. occur when the bony block or vertebral body in the spine collapses, which can lead to severe pain, deformity and loss of height.

B. other complications due to implementation of cardiac/vascular devices, implaces, grafts

C. A type of permanent damage to muscles and nerves that results from prolonged lack blood flow to those tissues. It is characterized by shortening and stiffening of the muscles.

D. A violent jar or shock, or the condition which results from such an injury.",D,1_1,concussion DP,http://purl.obolibrary.org/obo/ICDO_0000354,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'fracture of head and neck of femur DP'?","A. A network of ligaments holds them in place and allows them to move. A tear in any of these ligaments can result in two or more of your carpal bones being pushed out of their usual position

B. an injury involving an external or internal break in body tissue, usually involving the skin

C. Fractures of the short, constricted portion of the thigh bone between the femur head and the trochanters.

D. wound on head that is open",C,1_1,fracture of head and neck of femur DP,http://purl.obolibrary.org/obo/ICDO_0000355,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'slipping, tripping, stumbling and falls'?","A. Death in circumstances where the body of the deceased was found and no cause could be discovered

B. Diseases and conditions affecting the eyes

C. an event which results in a person coming to rest inadvertently on the ground or floor or other lower level

D. Actions done to prevent a disease or to relieve a symptom i.e.: Surgery to remove blood clots",C,1_1,"slipping, tripping, stumbling and falls",http://purl.obolibrary.org/obo/ICDO_0000357,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'alcoholic cirrhosis DP of liver'?","A. any disturbance of liver function that causes illness.

B. liver is damaged which makes it hard to digest food.

C. liver failure

D. Unspecified late stage scarring of the liver",C,1_1,alcoholic cirrhosis DP of liver,http://purl.obolibrary.org/obo/ICDO_0000359,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'traumatic ischemia DP of muscle'?","A. A type of permanent damage to muscles and nerves that results from prolonged lack blood flow to those tissues. It is characterized by shortening and stiffening of the muscles.

B. A cervical fracture, commonly called a broken neck, is a catastrophic fracture of any of the seven cervical vertebrae in the neck

C. an injury involving an external or internal break in body tissue, usually involving the skin

D. a complete or incomplete break in one of the five metatarsal bones in each foot.",A,1_1,traumatic ischemia DP of muscle,http://purl.obolibrary.org/obo/ICDO_0000361,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'symptoms, signs and abnormal clinical and laboratory findings'?","A. any health problem that occurs in the digestive tract.

B. Actions done to prevent a disease or to relieve a symptom i.e.: Surgery to remove blood clots

C. symptoms, signs, abnormal results of clinical or other investigative procedures, and ill-defined conditions regarding which no diagnosis classifiable elsewhere is recorded.

D. An inability to experience pleasure from activities usually found enjoyable.",C,1_1,"symptoms, signs and abnormal clinical and laboratory findings",http://purl.obolibrary.org/obo/ICDO_0000364,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'anosmia DP'?","A. Loss of sense of smell

B. symptoms, signs, abnormal results of clinical or other investigative procedures, and ill-defined conditions regarding which no diagnosis classifiable elsewhere is recorded.

C. signs such as jaw pain or chills that help identify the disease

D. A disorder characterized by the reflexive act of ejecting the contents of the stomach through the mouth.",A,1_1,anosmia DP,http://purl.obolibrary.org/obo/ICDO_0000366,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'factors influencing health status and contact with health services'?","A. Persons encountering health services for examinations, Genetic carrier and genetic susceptibility to disease, Resistance to antimicrobial drugs, etc

B. when immune system reacts to a foreign substance or food that doesn't cause a reaction in most people

C. other specified health condition/status not coded for

D. removal of organ (surgery/injury)",A,1_1,factors influencing health status and contact with health services,http://purl.obolibrary.org/obo/ICDO_0000368,7,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'encounter for general adult medical examination'?","A. other problems related to health care

B. other specified health condition/status not coded for

C. Encounter for general adult medical examination

D. Persons encountering health services for examinations, Genetic carrier and genetic susceptibility to disease, Resistance to antimicrobial drugs, etc",C,1_1,encounter for general adult medical examination,http://purl.obolibrary.org/obo/ICDO_0000369,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'problem related to social environment'?","A. when immune system reacts to a foreign substance or food that doesn't cause a reaction in most people

B. patient has vascular implants/grafts

C. Problem related to social environment

D. financial problems related to housing or general economic standing",C,1_1,problem related to social environment,http://purl.obolibrary.org/obo/ICDO_0000371,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'long term (current) use of aspirin'?","A. long term use of asipirin

B. observation by doctors of suspected myocardial infarction (heart attack)

C. Encounter for general adult medical examination

D. financial problems related to housing or general economic standing",A,1_1,long term (current) use of aspirin,http://purl.obolibrary.org/obo/ICDO_0000372,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'allergy status to other antibiotic agents status'?","A. patient has vascular implants/grafts

B. low amount of income (financial)

C. removal of organ (surgery/injury)

D. when immune system reacts to a foreign substance or food that doesn't cause a reaction in most people",D,1_1,allergy status to other antibiotic agents status,http://purl.obolibrary.org/obo/ICDO_0000373,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'dementia in Alzheimer’s disease, atypical or mixed type'?","A. Loss of memory, language, problem-solving and other thinking abilities in an Alzheimer's patient

B. Unspecified loss of memory, language,and other thinking abilities in a patient with Alzheimer's

C. A degenerative disease of the brain characterized by the insidious onset of dementia. Impairment of memory, judgment, attention span, and problem solving skills are followed by severe apraxias and a global loss of cognitive abilities.

D. characterized by clinical symptoms and signs of AD that become apparent after the age of 60.",A,1_1,"dementia in Alzheimer’s disease, atypical or mixed type",http://purl.obolibrary.org/obo/ICDO_0000382,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease'?","A. Chronic, irreversible renal failure.

B. A disease that causes moderate kidney damage. A person is more likely to develop complications of kidney disease such as high blood pressure, anemia, and/or early bone disease.

C. Hypertension (Elevated blood pressure) in patients with stage 5 kidney disease or end stage renal disease

D. Chronic, irreversible renal failure.",C,1_1,hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease,http://purl.obolibrary.org/obo/ICDO_0000385,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pulmonary embolism with acute cor pulmonale'?","A. the enlargement and failure of the right ventricle of the heart as a response to increased vascular resistance or high blood pressure in the lungs.

B. Pulmonary hypertension (PH) is an increase of blood pressure in the pulmonary artery, pulmonary vein, or pulmonary capillaries, together known as the lung vasculature, leading to shortness of breath, dizziness, fainting, leg swelling and other symptoms.

C. A blockage of an artery in the lungs by a foreign substance

D. Presence of a blockage in one of the pulmonary arteries in the lungs in patients with acute cor pulmonale (acute right heart failure)",D,1_1,pulmonary embolism with acute cor pulmonale,http://purl.obolibrary.org/obo/ICDO_0000386,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'acute upper respiratory infections of multiple sites'?","A. A continuant that is dependent on one or other independent continuant bearers. For every instance of A requires some instance of (an independent continuant type) B but which instance of B serves can change from time to time.

B. An acute URI is a contagious infection of your upper respiratory tract. Your upper respiratory tract includes the nose, throat, pharynx, larynx, and bronchi.

C. upper respiratory system is infected in multiple sites and parts will become inflamed or damaged.

D. Diseases and conditions affecting the eyes",C,1_1,acute upper respiratory infections of multiple sites,http://purl.obolibrary.org/obo/ICDO_0000388,11,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes '*Acute upper respiratory infections of multiple and unspecified sites'?","A. Inflammation of the pharynx, which is in the back of the throat. Commonly referred to as ""sore throat""

B. An acute URI is a contagious infection of your upper respiratory tract. Your upper respiratory tract includes the nose, throat, pharynx, larynx, and bronchi.

C. A condition in which the cavities around the nasal passages become inflamed.

D. Laryngitis may cause sore throat and hoarse voice but can also be associated with tracheitis and even bronchiolitis as the pathogen, infection, and host responses move further down the respiratory tree.",B,1_1,*Acute upper respiratory infections of multiple and unspecified sites,http://purl.obolibrary.org/obo/icdo.owl/ICDO_0000180,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pneumonia due to Pseudomonas'?","A. An infection that inflames the air sacs in one or both lungs caused by Escherichia coli bacteria

B. pneumonia caused by bacteria

C. inflammation of the lung that is caused by bacterial infections

D. Pneumonia (infection that inflames the air sacs in the lungs) caused by Pseudomonas bacteria",D,1_1,pneumonia due to Pseudomonas,http://purl.obolibrary.org/obo/ICDO_0000390,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pressure ulcer of elbow'?","A. Injury to hip skin and underlying tissue resulting from prolonged pressure on skin around hip

B. Injury to elbow skin and underlying tissue resulting from prolonged pressure on skin around elbow

C. injuries to skin on back and underlying tissue resulting from prolonged pressure on the skin.

D. are injuries to skin and underlying tissue resulting from prolonged pressure on the skinv",B,1_1,pressure ulcer of elbow,http://purl.obolibrary.org/obo/ICDO_0000392,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pre-existing type 2 diabetes mellitus, in pregnancy, childbirth and the puerperium'?","A. The existence of type 2 diabetes mellitus in pregnant patients or patients who had a child within the last 6 weeks

B. symptoms that are related to being pregnant, pregnancy is in the first trimester

C. symptoms that are related to being pregnant, pregnancy is in the third trimester

D. symptoms that are related to being pregnant, pregnancy is in the second trimester",A,1_1,"pre-existing type 2 diabetes mellitus, in pregnancy, childbirth and the puerperium",http://purl.obolibrary.org/obo/ICDO_0000393,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'localized enlarged lymph nodes'?","A. Diseases of the lymphatic system, a network of tissues and organs.

B. a condition that occurs when the venous wall and/or valves in the leg veins are not working effectively, making it difficult for blood to return to the heart from the legs.

C. when a blood clot develops in a blood vessel of the lower extremities and becomes stuck, obstructing blood flow

D. Lymph nodes in one particular area of the body swell up",D,1_1,localized enlarged lymph nodes,http://purl.obolibrary.org/obo/ICDO_0000394,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'epistaxis'?","A. when the alveoli (helps exchange oxygen in air for CO2), don't fill with air

B. Respiratory disorders, or lung diseases, are disorders such as asthma, cystic fibrosis, emphysema, lung cancer, mesothelioma, pulmonary hypertension, and tuberculosis.

C. A disorder characterized by bleeding from the nose

D. a malignant lung tumor characterized by uncontrolled cell growth in tissues of the lung.",C,1_1,epistaxis,http://purl.obolibrary.org/obo/ICDO_0000395,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'ascites'?","A. a decrease in your normal sensations in the skin such as touch or temperature

B. A disorder characterized by the reflexive act of ejecting the contents of the stomach through the mouth.

C. Abnormal buildup of fluid in the abdomen

D. an acute bleeding from the lung, from the upper respiratory tract and the trachea, and the alveoli",C,1_1,ascites,http://purl.obolibrary.org/obo/ICDO_0000396,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'presence of urogenital implants'?","A. Presence of implant into the urethra to help control urine leakage (foley catheter, ureteral stent, pessary, etc).

B. Therapeutic drug induced immunosuppression, long term use

C. person is disabled physically or mentally, so they are in need of medical services

D. Has bone/tendon implants in body",A,1_1,presence of urogenital implants,http://purl.obolibrary.org/obo/ICDO_0000399,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'chronic viral hepatitis C'?","A. Inflammation of the liver in humans caused by hepatitis b virus lasting six months or more.

B. Hepatitis (not hepatitis A or hepatitis B); inflammation of the liver

C. Inflammation of the liver caused by hepatitis c virus lasting six months or more

D. liver is damaged which makes it hard to digest food.",C,1_1,chronic viral hepatitis C,http://purl.obolibrary.org/obo/ICDO_0000401,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'secondary malignant neoplasm of lung'?","A. Cancer that has spread from the original tumor to the lung

B. Secondary abnormal growth of cells in the pleural space (the cavity between the lungs and chest wall that contains pleural fluid)

C. An aggressive (fast-growing) type of leukemia (blood cancer) in which too many lymphoblasts (immature white blood cells) are found in the blood and bone marrow; no remission

D. Evans syndrome is an autoimmune disease in which an individual's antibodies attack their own red blood cells and platelets.",A,1_1,secondary malignant neoplasm of lung,http://purl.obolibrary.org/obo/ICDO_0000403,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'iron deficiency anemia secondary to blood loss (chronic)'?","A. Iron deficiency anemia is a common type of anemia — a condition in which blood lacks adequate healthy red blood cells.

B. caused by a shortage of iron in your body.

C. Anemia caused by low iron intake, inefficient iron absorption in the gastrointestinal tract, or chronic blood loss.

D. Iron deficiency anemia (a condition in which blood lacks adequate healthy blood cells) caused by chronic blood loss",D,1_1,iron deficiency anemia secondary to blood loss (chronic),http://purl.obolibrary.org/obo/ICDO_0000404,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'type 1 diabetes mellitus with ketoacidosis'?","A. The prescense of diabetic ketoacidosis (body produces high levels of ketones and not enough insulin) in type 1 diabetic patients

B. Anemia (a condition in which you lack enough healthy red blood cells to carry adequate oxygen to your body's tissues) in patients with neoplasm (tumors)

C. The prescense of diabetic ketoacidosis (body produces high levels of ketones and not enough insulin) in type 1 diabetic patients, resulting in a coma

D. Other eye diseases caused by type 2 diabetes",A,1_1,type 1 diabetes mellitus with ketoacidosis,http://purl.obolibrary.org/obo/ICDO_0000405,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other obesity'?","A. Overweight and obesity caused by miscellaneous disorders

B. an abnormally high, unhealthy amount of body fat

C. a condition marked by an abnormally high, unhealthy amount of body fat.

D. A condition marked by an abnormally high, unhealthy amount of body fat.",A,1_1,other obesity,http://purl.obolibrary.org/obo/ICDO_0000406,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'overweight and obesity'?","A. when a patient uses or loses more fluid than they take in

B. having more weight than the average human

C. A disease where the blood clots throughout the body and increases the risk of bleeding

D. Conditions with excess lipids in the blood.",B,1_1,overweight and obesity,http://purl.obolibrary.org/obo/icdo.owl#ICDO_0000477,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other dilirum'?","A. Dementia that is gradual in onset, following a number of transient ischaemic episodes which produce an accumulation of infarcts in the cerebral parenchyma

B. A condition characterized by pain radiating from the back into the buttock and posterior/lateral aspects of the leg

C. Delirium of mixed origin, postoperative delirium

D. An abrupt change in the brain that causes mental confusion and emotional disruption with unspecified cause",C,1_1,other dilirum,http://purl.obolibrary.org/obo/ICDO_0000407,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'delirium, unspecified'?","A. unspecified disorder of the brain

B. a small class of medical conditions affecting the nervous system.

C. Flaccid paralysis is a clinical manifestation characterized by weakness or paralysis and reduced muscle tone without other obvious cause (e.g., trauma).

D. An abrupt change in the brain that causes mental confusion and emotional disruption with unspecified cause",D,1_1,"delirium, unspecified",http://purl.obolibrary.org/obo/ICDO_0000408,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other personality and behavioral disorders due to known physiological condition'?","A. effects a persons mental health and emotional state

B. Personality/behavioral disorders caused by physiological disorder

C. A condition that affects the way your brain processes information and causes you to lose touch with reality. In this case, not caused by substance abuse or a known physiological condition

D. general changes in brain function, such as confusion, amnesia (memory loss), loss of alertness, disorientation (not cognizant of self, time, or place), defects in judgment or thought, unusual or strange behavior, poor regulation of emotions, and disruptions in perception",B,1_1,other personality and behavioral disorders due to known physiological condition,http://purl.obolibrary.org/obo/ICDO_0000409,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'schizophrenia, unspecified'?","A. Anarthria is a severe form of dysarthria. Dysarthria is a motor speech disorder that occurs when someone can't coordinate or control the muscles used for speaking.

B. A mental disorder in which a person has trouble telling the difference between real and unreal experiences, thinking logically, and behaving normally in social situations.

C. Unspecified vascular dementia (problems with reasoning, planning, judgement, memory, and other thought processes caused by brain damage from impaired blood blow to your brain)

D. Bleeding into one or both cerebral hemispheres including the basal ganglia and the cerebral cortex. It is often associated with hypertension and craniocerebral trauma.",B,1_1,"schizophrenia, unspecified",http://purl.obolibrary.org/obo/ICDO_0000410,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'multiple sclerosis'?","A. A disorder of the nervous system marked by weakness, numbness, a loss of muscle coordination, and problems with vision, speech, and bladder control

B. Epilepsy with simple partial seizures and focal EEG abnoralities

C. Bleeding into one or both cerebral hemispheres including the basal ganglia and the cerebral cortex. It is often associated with hypertension and craniocerebral trauma.

D. bleeding into the space between the surface of the brain, or pia mater, and the arachnoid, one of three coverings of the brain",A,1_1,multiple sclerosis,http://purl.obolibrary.org/obo/ICDO_0000411,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'hemiplegia, unspecified'?","A. Paralysis of one side of the body with unspecified cause

B. A disorder of the nervous system marked by weakness, numbness, a loss of muscle coordination, and problems with vision, speech, and bladder control

C. a brain disorder that leads to shaking, stiffness, and difficulty with walking, balance, and coordination.

D. A mental disorder in which a person has trouble telling the difference between real and unreal experiences, thinking logically, and behaving normally in social situations.",A,1_1,"hemiplegia, unspecified",http://purl.obolibrary.org/obo/ICDO_0000412,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'pneumonia due to Escherichia coli'?","A. Pneumonia (infection that inflames the air sacs in the lungs) caused by Pseudomonas bacteria

B. an infection that inflames the air sacs in one or both lungs. Caused by Streptococcus pneumoniae bacteria

C. pneumonia caused by bacteria

D. An infection that inflames the air sacs in one or both lungs caused by Escherichia coli bacteria",D,1_1,pneumonia due to Escherichia coli,http://purl.obolibrary.org/obo/ICDO_0000413,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'nonallergic asthma'?","A. Asthma symptoms (airway swelling) occuring fewer than three times a week

B. Bronchial airways in the lungs become narrowed and swollen, making it hard to breathe

C. a chronic disease in which the bronchial airways in the lungs become narrowed and swollen, making it difficult to breathe

D. Nonallergic asthma (a condition in which your airways narrow and swell)",D,1_1,nonallergic asthma,http://purl.obolibrary.org/obo/ICDO_0000414,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'mild intermittent asthma, uncomplicated'?","A. Asthma symptoms (airway swelling) occuring fewer than three times a week

B. Bronchial airways in the lungs become narrowed and swollen, making it hard to breathe

C. a chronic disease in which the bronchial airways in the lungs become narrowed and swollen, making it difficult to breathe

D. when you have symptoms of both asthma and chronic obstructive pulmonary disease",A,1_1,"mild intermittent asthma, uncomplicated",http://purl.obolibrary.org/obo/ICDO_0000415,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other and unspecified cirrhosis of liver'?","A. Unspecified late stage scarring of the liver

B. liver is damaged which makes it hard to digest food.

C. any disturbance of liver function that causes illness.

D. A disorder characterized by the inability of the liver to metabolize chemicals in the body.",A,1_1,other and unspecified cirrhosis of liver,http://purl.obolibrary.org/obo/ICDO_0000416,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'sicca syndrome [Sjögren]'?","A. an immune system disease process that undergoes an inflammation process and has output of an inflammatory anatomical entity.

B. A disease characterized by the growth of inflammatory cells (granulomas) in a specific part of your body (most commonly liver, lungs, skin, and lymph nodes)

C. A disease characterized by the growth of tiny collections of inflammatory cells (granulomas) in any part of your body

D. A chronic inflammation of the tear and salivary glands, often accompanied by rheumatoid arthritis and the presence of autoantibodies in the blood",D,1_1,sicca syndrome [Sjögren],http://purl.obolibrary.org/obo/ICDO_0000417,9,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'muscle wasting and atrophy, not elsewhere classified, unspecified site'?","A. a fatigue-induced fracture of the bone caused by repeated stress over time.

B. Acute or chronic pain in the lumbar or sacral regions

C. Childhood arthritis is any form of arthritis or arthritis-related conditions which affects individuals under the age of 16.

D. Wasting or thinning of muscle tissue",D,1_1,"muscle wasting and atrophy, not elsewhere classified, unspecified site",http://purl.obolibrary.org/obo/ICDO_0000418,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'other chest pain'?","A. pain in the chest, unspecified cause

B. pain in the chest not caused by heart disease or heart attack

C. Usually a symptom of a disease or caused by physical damage

D. Unspecified anterior chest-wall pain",D,1_1,other chest pain,http://purl.obolibrary.org/obo/ICDO_0000420,11,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'chest pain'?","A. pain in the chest not caused by heart disease or heart attack

B. a disorder characterized by a sensation of marked discomfort in the head

C. stomach pain or a stomachache

D. pain that lasts from 3-6 months related to soft tissue",A,1_1,chest pain,http://purl.obolibrary.org/obo/icdo.owl#ICDO_0000448,10,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'encounter for prophylactic immunotherapy'?","A. Administration of immunotherapy

B. medications used to treat cancer

C. Cancer that occurs in the stomach.

D. someone that lives alone is more keen to become stressed, bored, or other mental states",A,1_1,encounter for prophylactic immunotherapy,http://purl.obolibrary.org/obo/ICDO_0000422,8,"Health & Medicine, International Classification of Disease Ontology"
"In the ontology of International Classification of Disease, which of the following definitions best describes 'inadequate family support'?","A. patient whose mobility is reduced

B. patient needs assisstance with personal care

C. problems related to dependency on health care providers

D. Lack of familial support",D,1_1,inadequate family support,http://purl.obolibrary.org/obo/ICDO_0000423,9,"Health & Medicine, International Classification of Disease Ontology"
