question,options,answer,task_label,label,iri,depth,domain
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'pharmaceutical'?","A. Intended use of the molecular entity or part thereof by humans.

B. Any compound that has anti-inflammatory effects.

C. Any substance which when absorbed into a living organism may modify one or more of its functions. The term is generally accepted for a substance taken for a therapeutic purpose, but is also commonly used for abused substances.

D. Any substance introduced into a living organism with therapeutic or diagnostic purpose.",D,1_1,pharmaceutical,http://purl.obolibrary.org/obo/CHEBI_52217,7,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'acetophenazine'?","A. A member of the class of phenothiazines that is phenothiazine having a trifluoromethyl subsitituent at the 2-position and a 3-(4-methylpiperazin-1-yl)propyl group at the N-10 position.

B. A phenothiazine derivative in which the phenothiazine tricycle carries a chloro substituent at the 2-position and a 3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl group at N-10.

C. A member of the class of phenothiazines that is 10H-phenothiazine substituted by a 3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl group at the nitogen atom and an acetyl group at position 2.

D. A member of the class of phenothiazines that is 10H-phenothiazine having a trifluoromethyl subsitituent at the 2-position and a 3-(dimethylamino)propyl group at the N-10 position.",C,1_1,acetophenazine,http://purl.obolibrary.org/obo/CHEBI_2401,12,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'furans'?","A. Compounds containing at least one furan ring.

B. Any cyclic carboxylic ester containing a 1-oxacycloalkan-2-one structure, or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.

C. A gamma-lactone that consists of a 2-furanone skeleton and its substituted derivatives.

D. Any organic heterocyclic compound containing at least one ring oxygen atom.",A,1_1,furans,http://purl.obolibrary.org/obo/CHEBI_24129,16,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'oxacycle'?","A. Any organic heterocyclic compound containing at least one ring oxygen atom.

B. Any cyclic carboxylic ester containing a 1-oxacycloalkan-2-one structure, or an analogue having unsaturation or heteroatoms replacing one or more carbon atoms of the ring.

C. Any compound containing the carbonyl group, C=O. The term is commonly used in the restricted sense of aldehydes and ketones, although it actually includes carboxylic acids and derivatives.

D. A cyclic compound having as ring members atoms of carbon and at least of one other element.",A,1_1,oxacycle,http://purl.obolibrary.org/obo/CHEBI_38104,15,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'glucocorticoid'?","A. Any lipid formally derived from isoprene (2-methylbuta-1,3-diene), the skeleton of which can generally be discerned in repeated occurrence in the molecule. The skeleton of isoprenoids may differ from strict additivity of isoprene units by loss or shift of a fragment, commonly a methyl group. The class includes both hydrocarbons and oxygenated derivatives.

B. Glucocorticoids are a class of steroid hormones that regulate a variety of physiological processes, in particular control of the concentration of glucose in blood.

C. Sphingolipids are a complex family of compounds that share a common structural feature, a sphingoid base backbone.

D. Any member of a group of fat-soluble retinoids produced via metabolism of provitamin A carotenoids that exhibit biological activity against vitamin A deficiency. Vitamin A is involved in immune function, vision, reproduction, and cellular communication.",B,1_1,glucocorticoid,http://purl.obolibrary.org/obo/CHEBI_24261,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'organic heterocyclic compound'?","A. A compound containing at least one carbon-halogen bond (where X is a halogen atom).

B. Any organic molecule that consists of atoms connected in the form of a ring.

C. A cyclic compound having as ring members atoms of carbon and at least of one other element.

D. Any organic heterocyclic compound containing at least one ring oxygen atom.",C,1_1,organic heterocyclic compound,http://purl.obolibrary.org/obo/CHEBI_24532,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'hormone'?","A. A hormone that stimulates or controls the development and maintenance of female sex characteristics in mammals by binding to oestrogen receptors. The oestrogens are named for their importance in the oestrous cycle. The oestrogens that occur naturally in the body, notably estrone, estradiol, estriol, and estetrol are steroids. Other compounds with oestrogenic activity are produced by plants (phytoestrogens) and fungi (mycoestrogens); synthetic compounds with oestrogenic activity are known as xenoestrogens.

B. Substance which binds to cell receptors normally responding to naturally occurring substances and which produces a response of its own.

C. Originally referring to an endogenous compound that is formed in specialized organ or group of cells and carried to another organ or group of cells, in the same organism, upon which it has a specific regulatory function, the term is now commonly used to include non-endogenous, semi-synthetic and fully synthetic analogues of such compounds.

D. One of the three layers of the dentate gyrus of the hippocampal formation.",C,1_1,hormone,http://purl.obolibrary.org/obo/CHEBI_24621,9,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'hydroxy carboxylic acid'?","A. A 2-oxo monocarboxylic acid anion that is the conjugate base of pyruvic acid, arising from deprotonation of the carboxy group.

B. Any heteroorganic entity containing at least one carbon-nitrogen bond.

C. Any carboxylic acid with at least one hydroxy group.

D. An organooxygen compound with formula ROR, where R is not hydrogen.",C,1_1,hydroxy carboxylic acid,http://purl.obolibrary.org/obo/CHEBI_24669,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'leukotriene'?","A. A class of fatty acids derived from the oxidation of one of three 20-carbon fatty acids: eicosapentaenoic acid (EPA), arachidonic acid (AA), or dihomo-gamma-linolenic acid (DGLA). Eicosanoids act locally as autocrine or paracrine hormones to modulate a wide variety of biological processes.

B. Sphingolipids are a complex family of compounds that share a common structural feature, a sphingoid base backbone.

C. Any member of a group of hydroxy-5beta-cholanic acids occuring in bile, where they are present as the sodium salts of their amides with glycine or taurine. In mammals bile acids almost invariably have 5beta-configuration.

D. Any icosanoid from that family of C20 polyunsaturated fatty acids and their derivatives generated by leukocytes from arachidonic acid, each member having four double bonds of which three are conjugated.",D,1_1,leukotriene,http://purl.obolibrary.org/obo/CHEBI_25029,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'nucleobase-containing molecular entity'?","A. A nucleobase-containing molecular entity that is a nucleoside in which one or more of the sugar hydroxy groups has been converted into a mono- or poly-phosphate. The term includes both nucleotides and non-nucleotide nucleoside phosphates.

B. Any compound that has a nucleobase as a part.

C. An amide is a derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.

D. Any heteroorganic entity containing at least one carbon-nitrogen bond.",B,1_1,nucleobase-containing molecular entity,http://purl.obolibrary.org/obo/CHEBI_61120,16,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'omega-3 fatty acid'?","A. A family of polyunsaturated fatty acids that have in common a final carbon-carbon double bond in the n-6 position, i.e., the sixth bond from the methyl end of the fatty acid.

B. Any oxygenated derivative of C22 polyunsaturated fatty acids, such as docosapentaenoic acid (DPA) and docosahexaenoic acid (DHA).

C. A C20 hydroxy fatty acid having (5S)-, (6R)- and (15S)-hydroxy groups as well as (7E)- (9E)-, (11Z)- and (13E)-double bonds.

D. A family of polyunsaturated fatty acids that have in common a final carbon-carbon double bond in the omega-3 position, i.e., the third bond from the methyl end of the fatty acid.",D,1_1,omega-3 fatty acid,http://purl.obolibrary.org/obo/CHEBI_25681,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'pentose phosphate'?","A. Any phospho sugar that is the phosphate derivative of pentose.

B. Any monosaccharide containing an alcoholic hydroxy group esterified with phosphoric acid.

C. A monosaccharide derivative that is formally obtained from a pentose.

D. A clinical trial phase that is designed for a randomized, controlled trial to evaluate the long-term safety and efficacy of a drug for a given indication. Often they are designed to study side effects that may have become apparent after the phase III study was completed. [def-source: NCI]",A,1_1,pentose phosphate,http://purl.obolibrary.org/obo/CHEBI_84055,19,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'peroxynitrite'?","A. A dicarboxylic acid anion obtained by deprotonation of at least one of the carboxy groups of succinic acid.

B. A peptide of 36-43 amino acids that is processed from the amyloid precursor protein. Appears to be the main constituent of amyloid plaques (deposits found in the brains of Alzheimer's disease patients).

C. A ketohexose monophosphate consisting of fructose having a phosphate group located at the 6-position.

D. The nitrogen oxoanion formed by loss of a proton from peroxynitrous acid.",D,1_1,peroxynitrite,http://purl.obolibrary.org/obo/CHEBI_25941,11,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'polar amino acid'?","A. A member of the class of benzamides that is benzamide substituted by a chloro group at position 4 and a 2-(morpholin-4-yl)ethyl group at the nitrogen atom. It acts as a reversible monoamine oxidase inhibitor and is used in the treatment of depression.

B. An alpha-amino acid that consists of butyric acid bearing an amino substituent at position 2 and a carbamoyl substituent at position 4.

C. Any amino acid whose side chain is capable of forming one or more hydrogen bonds.

D. A dicarboxylic acid monoester that is ethyl 4-phenylbutanoate in which a hydrogen alpha to the carboxy group is substituted by the amino group of L-alanyl-L-proline (S-configuration).",C,1_1,polar amino acid,http://purl.obolibrary.org/obo/CHEBI_26167,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'ambenonium'?","A. A pseudohalide anion obtained by deprotonation of the thiol group of thiocyanic acid.

B. An N-acyl-L-alpha-amino acid anion obtained by deprotonation of any folic acid.

C. A symmetrical oxalamide-based bis-quaternary ammonium ion having ethyl and 2-chlorobenzyl groups attached to the nitrogens.

D. Any flavonoid that is a glycoside derivative of anthocyanidin. Anthocyanins are water-souluble plant pigments that generally occur as acidic salts exhibiting bright colours.",C,1_1,ambenonium,http://purl.obolibrary.org/obo/CHEBI_2627,8,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'organonitrogen heterocyclic compound'?","A. A member of the class of benzamides obtained from formal condensation between the carboxy group of 2-methoxy-5-sulfamoylbenzoic acid and the primary amino group of (1-ethylpyrrolidin-2-yl)methylamine.

B. A compound having the structure RC#N; thus a C-substituted derivative of hydrocyanic acid, HC#N. In systematic nomenclature, the suffix nitrile denotes the triply bound #N atom, not the carbon atom attached to it.

C. An acyl-CoA having acetyl as its S-acetyl component.

D. Any organonitrogen compound containing a cyclic component with nitrogen and at least one other element as ring member atoms.",D,1_1,organonitrogen heterocyclic compound,http://purl.obolibrary.org/obo/CHEBI_38101,15,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'purines'?","A. A dihydroxydocosahexaenoic acid that is (4Z,7Z,11E,13E,15Z,19Z)-docosahexaenoic acid in which the two hydroxy substituents are located at positions 10 and 17 (the 10R,17S-stereoisomer). Protectin D1 is one of the specialised proresolving mediators. When produced in neural tissues, it is called neuroprotectin D1

B. Any nucleotide that has a purine nucleobase.

C. A class of imidazopyrimidines that consists of purine and its substituted derivatives.

D. A nucleoside bisphosphate that has a purine nucleobase.",C,1_1,purines,http://purl.obolibrary.org/obo/CHEBI_26401,18,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'sesquiterpenoid'?","A. 'Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides (fats and oils) and phospholipids, as well as nonsaponifiable lipids, principally steroids.

B. A 3-oxoacyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of acetoacetic acid.

C. Any lipid formally derived from isoprene (2-methylbuta-1,3-diene), the skeleton of which can generally be discerned in repeated occurrence in the molecule. The skeleton of isoprenoids may differ from strict additivity of isoprene units by loss or shift of a fragment, commonly a methyl group. The class includes both hydrocarbons and oxygenated derivatives.

D. Any terpenoid derived from a sesquiterpene. The term includes compounds in which the C15 skeleton of the parent sesquiterpene has been rearranged or modified by the removal of one or more skeletal atoms (generally methyl groups).",D,1_1,sesquiterpenoid,http://purl.obolibrary.org/obo/CHEBI_26658,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'amitriptyline'?","A. Any organic molecule that consists of atoms connected in the form of a ring.

B. A compound in which a carbonyl group is bonded to two carbon atoms: R2C=O (neither R may be H).

C. A primary amino compound that is the 5-hydroxy derivative of tryptamine.

D. An organic tricyclic compound that is 10,11-dihydro-5H-dibenzo[a,d][7]annulene substituted by a 3-(dimethylamino)propylidene group at position 5.",D,1_1,amitriptyline,http://purl.obolibrary.org/obo/CHEBI_2666,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'sphingolipid'?","A. A substituted phenothiazine in which the ring nitrogen at position 10 is attached to C-3 of an N,N-dimethylpropanamine moiety.

B. A member of the class of tetralins that is tetralin which is substituted at positions 1 and 4 by a methylamino and a 3,4-dichlorophenyl group, respectively (the S,S diastereoisomer). A selective serotonin-reuptake inhibitor (SSRI), it is administered orally as the hydrochloride salt as an antidepressant for the treatment of depression, obsessive-compulsive disorder, panic disorder and post-traumatic stress disorder.

C. Sphingolipids are a complex family of compounds that share a common structural feature, a sphingoid base backbone.

D. A dipeptide that is the prodrug for ramiprilat, the active metabolite obtained by hydrolysis of the ethyl ester group. An angiotensin-converting enzyme (ACE) inhibitor, used to treat high blood pressure and congestive heart failure.",C,1_1,sphingolipid,http://purl.obolibrary.org/obo/CHEBI_26739,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'amoxapine'?","A. A dihydroxydocosahexaenoic acid that is (4Z,7Z,11E,13E,15Z,19Z)-docosahexaenoic acid in which the two hydroxy substituents are located at positions 10 and 17 (the 10R,17S-stereoisomer). Protectin D1 is one of the specialised proresolving mediators. When produced in neural tissues, it is called neuroprotectin D1

B. Any benzoquinone derived from 2,3-dimethoxy-5-methylbenzoquinone; one of a group of naturally occurring homologues. The redox-active quinoid moiety usually carries a polyprenoid side chain at position 6, the number of isoprenoid units in which is species-specific. Ubiquinones are involved in the control of mitochondrial electron transport, and are also potent anti-oxidants.

C. A dibenzooxazepine compound having a chloro substituent at the 2-position and a piperazin-1-yl group at the 11-position.

D. A 1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile that has S-configuration at the chiral centre. It is the active enantiomer of citalopram.",C,1_1,amoxapine,http://purl.obolibrary.org/obo/CHEBI_2675,11,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'vitamin B6'?","A. Any member of the group of pyridines that exhibit biological activity against vitamin B6 deficiency. Vitamin B6 deficiency is associated with microcytic anemia, electroencephalographic abnormalities, dermatitis with cheilosis (scaling on the lips and cracks at the corners of the mouth) and glossitis (swollen tongue), depression and confusion, and weakened immune function. Vitamin B6 consists of the vitamers pyridoxine, pyridoxal, and pyridoxamine and their respective 5'-phosphate esters (and includes their corresponding ionized and salt forms).

B. A thienothiazine-derived monocarboxylic acid amide obtained by formal condensation of the carboxy group of 4-hydroxy-2-methylthieno[2,3-e][1,2]thiazine-3-carboxylic acid 1,1-dioxide with the amino group of 2-aminopyridine. Used for the treatment of pain and inflammation in osteoarthritis and rheumatoid arthritis. It is also indicated for short term treatment of acute musculoskeletal disorders including strains, sprains and other soft-tissue injuries.

C. Any organonitrogen compound containing a cyclic component with nitrogen and at least one other element as ring member atoms.

D. A dibenzoazepine that is 10,11-dihydro-5H-dibenzo[b,f]azepine substituted by a 3-(dimethylamino)-2-methylpropyl group at the nitrogen atom. It is used as an antidepressant.",A,1_1,vitamin B6,http://purl.obolibrary.org/obo/CHEBI_27306,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'folic acid'?","A. A choline that is the parent compound of the cholines class, consisting of ethanolamine having three methyl substituents attached to the amino function.

B. A dibenzooxazepine compound having a chloro substituent at the 2-position and a piperazin-1-yl group at the 11-position.

C. An N-acyl-amino acid that is a form of the water-soluble vitamin B9. Its biologically active forms (tetrahydrofolate and others) are essential for nucleotide biosynthesis and homocysteine remethylation.

D. Any heteroorganic entity containing at least one carbon-nitrogen bond.",C,1_1,folic acid,http://purl.obolibrary.org/obo/CHEBI_27470,11,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'glutamine'?","A. An amino sulfonic acid that is the 2-amino derivative of ethanesulfonic acid. It is a naturally occurring amino acid derived from methionine and cysteine metabolism. An abundant component of fish- and meat-based foods, it has been used as an oral supplement in the treatment of disorders such as cystic fibrosis and hypertension.

B. An alpha-amino acid that consists of butyric acid bearing an amino substituent at position 2 and a carbamoyl substituent at position 4.

C. A member of the class of tetralins that is tetralin which is substituted at positions 1 and 4 by a methylamino and a 3,4-dichlorophenyl group, respectively (the S,S diastereoisomer). A selective serotonin-reuptake inhibitor (SSRI), it is administered orally as the hydrochloride salt as an antidepressant for the treatment of depression, obsessive-compulsive disorder, panic disorder and post-traumatic stress disorder.

D. Sphingolipids are a complex family of compounds that share a common structural feature, a sphingoid base backbone.",B,1_1,glutamine,http://purl.obolibrary.org/obo/CHEBI_28300,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'arginine'?","A. An organosulfur compound is a compound containing at least one carbon-sulfur bond.

B. A glycerophosphocholine that is glycero-3-phosphocholine bearing two acyl substituents at positions 1 and 2.

C. An alpha-amino acid that is glycine in which the alpha-is substituted by a 3-guanidinopropyl group.

D. Catechol in which the hydrogen at position 4 is substituted by a 2-aminoethyl group.",C,1_1,arginine,http://purl.obolibrary.org/obo/CHEBI_29016,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'sulpiride'?","A. A member of the class of phenothiazines that is 10H-phenothiazine having a trifluoromethyl subsitituent at the 2-position and a 3-(dimethylamino)propyl group at the N-10 position.

B. An alpha-amino acid that consists of butyric acid bearing an amino substituent at position 2 and a carbamoyl substituent at position 4.

C. Any amino-acid that is not naturally encoded in the genetic code of any organism.

D. A member of the class of benzamides obtained from formal condensation between the carboxy group of 2-methoxy-5-sulfamoylbenzoic acid and the primary amino group of (1-ethylpyrrolidin-2-yl)methylamine.",D,1_1,sulpiride,http://purl.obolibrary.org/obo/CHEBI_32168,15,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'amide'?","A. A derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.

B. Any heteroorganic entity containing at least one carbon-nitrogen bond.

C. Any compound that has a nucleobase as a part.

D. An amide is a derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.",D,1_1,amide,http://purl.obolibrary.org/obo/CHEBI_32988,12,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'vitamin E'?","A. An N-acyl-amino acid that is a form of the water-soluble vitamin B9. Its biologically active forms (tetrahydrofolate and others) are essential for nucleotide biosynthesis and homocysteine remethylation.

B. An aldohexose used as a source of energy and metabolic intermediate.

C. Any member of a group of fat-soluble chromanols that exhibit biological activity against vitamin E deficiency. The vitamers in this class consists of a chroman-6-ol core which is substituted at position 2 by a methyl group and (also at position 2) either a saturated or a triply-unsaturated hydrocarbon chain consisting of three isoprenoid units. The major function of vitamin E is to act as a natural antioxidant by scavenging free radicals and molecular oxygen.

D. A 1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-1,3-dihydro-2-benzofuran-5-carbonitrile that has S-configuration at the chiral centre. It is the active enantiomer of citalopram.",C,1_1,vitamin E,http://purl.obolibrary.org/obo/CHEBI_33234,11,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'primary amide'?","A. A derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.

B. The lipid bilayer surrounding any membrane-bounded vesicle in the cell.

C. An amide of a carboxylic acid, having the structure RC(=O)NR2. The term is used as a suffix in systematic name formation to denote the -C(=O)NH2 group including its carbon atom.

D. An amide is a derivative of an oxoacid RkE(=O)l(OH)m (l =/= 0) in which an acidic hydroxy group has been replaced by an amino or substituted amino group.",A,1_1,primary amide,http://purl.obolibrary.org/obo/CHEBI_33256,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'organochalcogen compound'?","A. A naturally occurring polypeptide synthesized at the ribosome.

B. An organochalcogen compound is a compound containing at least one carbon-chalcogen bond.

C. An omega-carboxyacyl-CoA having succinoyl as the S-acyl component.

D. The 5-diphospho derivative of (R)-mevalonic acid.",B,1_1,organochalcogen compound,http://purl.obolibrary.org/obo/CHEBI_36962,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'carbonyl compound'?","A. Any compound containing the carbonyl group, C=O. The term is commonly used in the restricted sense of aldehydes and ketones, although it actually includes carboxylic acids and derivatives.

B. A compound of general formula RC(=O)SR'. Compare with thionoester, RC(=S)OR'.

C. An organochalcogen compound containing at least one carbon-oxygen bond.

D. Any organic heterocyclic compound containing at least one ring oxygen atom.",A,1_1,carbonyl compound,http://purl.obolibrary.org/obo/CHEBI_36586,15,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'monosaccharide derivative'?","A. Any organooxygen compound derived from a carbohydrate by replacement of one or more hydroxy group(s) by an amino group, a thiol group or similar heteroatomic groups. The term also includes derivatives of these compounds.

B. A carbohydrate derivative that is formally obtained from a monosaccharide.

C. A monosaccharide derivative that is formally obtained from a pentose.

D. Any monosaccharide containing an alcoholic hydroxy group esterified with phosphoric acid.",B,1_1,monosaccharide derivative,http://purl.obolibrary.org/obo/CHEBI_63367,17,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'catecholamine'?","A. A heterobicylic compound that is (2S,3aR,7aS)-1-[(2S)-2-aminopropanoyl]octahydro-1H-indole-2-carboxylic acid in which the hydrogen of the amino group is substituted by a (2R)-1-ethoxy-1-oxo-4-phenylbutan-2-yl group. It is a angiotensin-converting enzyme inhibitor and a prodrug used for the treatment of hypertension.

B. An organic compound having at least one hydroxy group attached to a carbon atom.

C. Any member of the group of pyridines that exhibit biological activity against vitamin B6 deficiency. Vitamin B6 deficiency is associated with microcytic anemia, electroencephalographic abnormalities, dermatitis with cheilosis (scaling on the lips and cracks at the corners of the mouth) and glossitis (swollen tongue), depression and confusion, and weakened immune function. Vitamin B6 consists of the vitamers pyridoxine, pyridoxal, and pyridoxamine and their respective 5'-phosphate esters (and includes their corresponding ionized and salt forms).

D. 4-(2-Aminoethyl)pyrocatechol [4-(2-aminoethyl)benzene-1,2-diol] and derivatives formed by substitution.",D,1_1,catecholamine,http://purl.obolibrary.org/obo/CHEBI_33567,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'noradrenaline'?","A. A catecholamine in which C-1 of the aminoethyl side-chain is hydroxy-substituted.

B. A 3-oxoacyl-CoA that results from the formal condensation of the thiol group of coenzyme A with the carboxy group of acetoacetic acid.

C. A tertiary amino compound that is N,N-dimethylethanamine substituted at position 1 by a 1-hydroxycyclohexyl and 4-methoxyphenyl group.

D. A sulfone that is diphenylsulfone in which the hydrogen atom at the 4 position of each of the phenyl groups is substituted by an amino group. It is active against a wide range of bacteria, but is mainly employed for its actions against Mycobacterium leprae, being used as part of multidrug regimens in the treatment of all forms of leprosy.",A,1_1,noradrenaline,http://purl.obolibrary.org/obo/CHEBI_33569,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'cyclic compound'?","A. A cyclic compound having as ring members atoms of the same element only.

B. Any molecule that consists of a series of atoms joined together to form a ring.

C. A molecule that features two fused rings.

D. Any molecule that consists of at least one carbon atom as part of the electrically neutral entity.",B,1_1,cyclic compound,http://purl.obolibrary.org/obo/CHEBI_33595,10,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'carbocyclic compound'?","A. A cyclic compound having as ring members atoms of the same element only.

B. A cyclic compound having as ring members atoms of carbon and at least of one other element.

C. Any organic molecule that consists of atoms connected in the form of a ring.

D. A homocyclic compound in which all of the ring members are carbon atoms.",D,1_1,carbocyclic compound,http://purl.obolibrary.org/obo/CHEBI_33598,14,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'aromatic compound'?","A. Any molecule that consists of a series of atoms joined together to form a ring.

B. Any organic molecule that consists of atoms connected in the form of a ring.

C. A cyclically conjugated molecular entity with a stability (due to delocalization) significantly greater than that of a hypothetical localized structure (e.g. Kekule structure) is said to possess aromatic character.

D. A molecule that features two fused rings.",C,1_1,aromatic compound,http://purl.obolibrary.org/obo/CHEBI_33655,11,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'ribonucleic acid'?","A. A naturally occurring polypeptide synthesized at the ribosome.

B. A gamma-amino acid that is butanoic acid with the amino substituent located at C-4.

C. An amide of a sulfonic acid RS(=O)2NR'2.

D. High molecular weight, linear polymers, composed of nucleotides containing ribose and linked by phosphodiester bonds; RNA is central to the synthesis of proteins.",D,1_1,ribonucleic acid,http://purl.obolibrary.org/obo/CHEBI_33697,13,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'captopril'?","A. A L-proline derivative in which L-proline is substituted on nitrogen with a (2S)-2-methyl-3-sulfanylpropanoyl group. It is used as an anti-hypertensive ACE inhibitor drug.

B. An aminosulfinic acid comprising ethylamine having the sulfo group at the 2-position.

C. A bioactive polypeptide of 39 amino acid residues isolated from the saliva of the Gila monster (Heloderma suspectum). High-affinity glucagon-like peptide 1 (GLP-1) receptor agonist (Kd = 136 pM); potently induces cAMP formation without stimulating amylase release in pancreatic acini; potentiates glucose-induced insulin secretion in isolated rat islets; protects against glutamate-induced neurotoxicity. A synthetic version is called exenatide.

D. A peptide hormone which consists of two polypeptide chains, A- and B- chains which are linked together by disulfide bonds. The amino acid sequence of insulin varies across species and certain segments of the molecule are highly conserved. In most species, the A chain consists of 21 amino acids and the B chain consists of 30 amino acids. In mammals, insulin is synthesised in the pancreas within the beta cells whereas in certain species of fish, the insulin-producing tissue is uniquely located in separate structures called Brockmann bodies.",A,1_1,captopril,http://purl.obolibrary.org/obo/CHEBI_3380,15,"Health & Medicine, Alzheimer Disease Ontology"
"In the ontology of Alzheimer's Disease, which of the following definitions best describes 'sulfonamide'?","A. A compound RC(=O)H, in which a carbonyl group is bonded to one hydrogen atom and to one R group.

B. A member of the class of isoxazoles that is isoxazole which is substituted at positions 3, 4 and 5 by phenyl, p-sulfamoylphenyl and methyl groups, respectively. A selective cyclooxygenase 2-inhibitor, it used as a nonsteroidal anti-inflammatory drug (NSAID) for the treatment of arthritis from 2001 until 2005, when it was withdrawn following concerns of an associated increased risk of heart attack and stroke.

C. An amide of a sulfonic acid RS(=O)2NR'2.

D. An amino sulfonic acid that is the 2-amino derivative of ethanesulfonic acid. It is a naturally occurring amino acid derived from methionine and cysteine metabolism. An abundant component of fish- and meat-based foods, it has been used as an oral supplement in the treatment of disorders such as cystic fibrosis and hypertension.",C,1_1,sulfonamide,http://purl.obolibrary.org/obo/CHEBI_35358,15,"Health & Medicine, Alzheimer Disease Ontology"
